code;name;gen_cat;comb_cls;bidi_cat;dec_map;dec_dig_val;dig_val;num_val;mir;one_name;cmt;uc;lc;tc
178277;CJK UNIFIED IDEOGRAPH-2B865;Lo;0;L;;;;;N;;;;;
178278;CJK UNIFIED IDEOGRAPH-2B866;Lo;0;L;;;;;N;;;;;
178279;CJK UNIFIED IDEOGRAPH-2B867;Lo;0;L;;;;;N;;;;;
178280;CJK UNIFIED IDEOGRAPH-2B868;Lo;0;L;;;;;N;;;;;
178281;CJK UNIFIED IDEOGRAPH-2B869;Lo;0;L;;;;;N;;;;;
178282;CJK UNIFIED IDEOGRAPH-2B86A;Lo;0;L;;;;;N;;;;;
178283;CJK UNIFIED IDEOGRAPH-2B86B;Lo;0;L;;;;;N;;;;;
178284;CJK UNIFIED IDEOGRAPH-2B86C;Lo;0;L;;;;;N;;;;;
178285;CJK UNIFIED IDEOGRAPH-2B86D;Lo;0;L;;;;;N;;;;;
178286;CJK UNIFIED IDEOGRAPH-2B86E;Lo;0;L;;;;;N;;;;;
178287;CJK UNIFIED IDEOGRAPH-2B86F;Lo;0;L;;;;;N;;;;;
178288;CJK UNIFIED IDEOGRAPH-2B870;Lo;0;L;;;;;N;;;;;
178289;CJK UNIFIED IDEOGRAPH-2B871;Lo;0;L;;;;;N;;;;;
178290;CJK UNIFIED IDEOGRAPH-2B872;Lo;0;L;;;;;N;;;;;
178291;CJK UNIFIED IDEOGRAPH-2B873;Lo;0;L;;;;;N;;;;;
178292;CJK UNIFIED IDEOGRAPH-2B874;Lo;0;L;;;;;N;;;;;
178293;CJK UNIFIED IDEOGRAPH-2B875;Lo;0;L;;;;;N;;;;;
178294;CJK UNIFIED IDEOGRAPH-2B876;Lo;0;L;;;;;N;;;;;
178295;CJK UNIFIED IDEOGRAPH-2B877;Lo;0;L;;;;;N;;;;;
178296;CJK UNIFIED IDEOGRAPH-2B878;Lo;0;L;;;;;N;;;;;
178297;CJK UNIFIED IDEOGRAPH-2B879;Lo;0;L;;;;;N;;;;;
178298;CJK UNIFIED IDEOGRAPH-2B87A;Lo;0;L;;;;;N;;;;;
178299;CJK UNIFIED IDEOGRAPH-2B87B;Lo;0;L;;;;;N;;;;;
178300;CJK UNIFIED IDEOGRAPH-2B87C;Lo;0;L;;;;;N;;;;;
178301;CJK UNIFIED IDEOGRAPH-2B87D;Lo;0;L;;;;;N;;;;;
178302;CJK UNIFIED IDEOGRAPH-2B87E;Lo;0;L;;;;;N;;;;;
178303;CJK UNIFIED IDEOGRAPH-2B87F;Lo;0;L;;;;;N;;;;;
178304;CJK UNIFIED IDEOGRAPH-2B880;Lo;0;L;;;;;N;;;;;
178305;CJK UNIFIED IDEOGRAPH-2B881;Lo;0;L;;;;;N;;;;;
178306;CJK UNIFIED IDEOGRAPH-2B882;Lo;0;L;;;;;N;;;;;
178307;CJK UNIFIED IDEOGRAPH-2B883;Lo;0;L;;;;;N;;;;;
178308;CJK UNIFIED IDEOGRAPH-2B884;Lo;0;L;;;;;N;;;;;
178309;CJK UNIFIED IDEOGRAPH-2B885;Lo;0;L;;;;;N;;;;;
178310;CJK UNIFIED IDEOGRAPH-2B886;Lo;0;L;;;;;N;;;;;
178311;CJK UNIFIED IDEOGRAPH-2B887;Lo;0;L;;;;;N;;;;;
178312;CJK UNIFIED IDEOGRAPH-2B888;Lo;0;L;;;;;N;;;;;
178313;CJK UNIFIED IDEOGRAPH-2B889;Lo;0;L;;;;;N;;;;;
178314;CJK UNIFIED IDEOGRAPH-2B88A;Lo;0;L;;;;;N;;;;;
178315;CJK UNIFIED IDEOGRAPH-2B88B;Lo;0;L;;;;;N;;;;;
178316;CJK UNIFIED IDEOGRAPH-2B88C;Lo;0;L;;;;;N;;;;;
178317;CJK UNIFIED IDEOGRAPH-2B88D;Lo;0;L;;;;;N;;;;;
178318;CJK UNIFIED IDEOGRAPH-2B88E;Lo;0;L;;;;;N;;;;;
178319;CJK UNIFIED IDEOGRAPH-2B88F;Lo;0;L;;;;;N;;;;;
178320;CJK UNIFIED IDEOGRAPH-2B890;Lo;0;L;;;;;N;;;;;
178321;CJK UNIFIED IDEOGRAPH-2B891;Lo;0;L;;;;;N;;;;;
178322;CJK UNIFIED IDEOGRAPH-2B892;Lo;0;L;;;;;N;;;;;
178323;CJK UNIFIED IDEOGRAPH-2B893;Lo;0;L;;;;;N;;;;;
178324;CJK UNIFIED IDEOGRAPH-2B894;Lo;0;L;;;;;N;;;;;
